iter	Passed	Remaining
403	10286	66096
404	10309	66055
405	10333	66022
406	10357	65990
407	10379	65939
408	10401	65895
409	10427	65873
410	10450	65827
411	10471	65775
412	10496	65749
413	10520	65712
414	10549	65710
415	10572	65669
416	10596	65638
417	10618	65591
418	10640	65545
419	10664	65511
420	10687	65473
421	10711	65434
422	10734	65397
423	10760	65372
424	10789	65373
425	10820	65382
426	10844	65349
427	10870	65326
428	10899	65320
429	10925	65296
430	10953	65286
431	10978	65258
432	11005	65242
433	11030	65215
434	11059	65214
435	11080	65160
436	11104	65128
437	11130	65104
438	11153	65065
439	11175	65021
440	11201	65000
441	11226	64970
442	11249	64931
443	11273	64901
444	11302	64891
445	11323	64844
446	11347	64812
447	11373	64790
448	11398	64761
449	11423	64732
450	11450	64716
451	11475	64687
452	11499	64657
453	11523	64620
454	11554	64630
455	11581	64610
456	11605	64576
457	11626	64530
458	11647	64481
459	11669	64438
460	11694	64410
461	11718	64377
462	11747	64372
463	11773	64348
464	11804	64351
465	11826	64309
466	11847	64259
467	11873	64240
468	11896	64201
469	11918	64157
470	11943	64128
471	11962	64068
472	11983	64019
473	12005	63978
474	12028	63942
475	12054	63921
476	12080	63895
477	12105	63872
478	12129	63835
479	12153	63806
480	12178	63776
481	12201	63740
482	12228	63725
483	12255	63709
484	12278	63670
485	12306	63658
486	12328	63617
487	12349	63572
488	12372	63532
489	12396	63498
490	12419	63461
491	12442	63424
492	12466	63394
493	12492	63372
494	12516	63340
495	12537	63294
496	12565	63284
497	12587	63241
498	12613	63216
499	12637	63185
500	12659	63146
501	12682	63108
502	12702	63060
503	12725	63019
504	12746	62976
505	12769	62939
506	12795	62919
507	12820	62889
508	12843	62857
509	12867	62825
510	12891	62793
511	12913	62750
512	12937	62721
513	12960	62684
514	12981	62639
515	13001	62590
516	13022	62545
517	13049	62525
518	13073	62497
519	13095	62457
520	13119	62425
521	13142	62387
522	13165	62352
523	13189	62321
524	13213	62290
525	13236	62255
526	13265	62250
527	13292	62234
528	13318	62211
529	13342	62181
530	13367	62153
531	13390	62120
532	13415	62096
533	13436	62050
534	13461	62021
535	13488	62005
536	13511	61971
537	13539	61960
538	13568	61953
539	13593	61928
540	13622	61918
541	13647	61893
542	13674	61876
543	13703	61865
544	13730	61850
545	13752	61812
546	13781	61800
547	13814	61812
548	13839	61784
549	13863	61753
550	13885	61715
551	13908	61681
552	13935	61664
553	13962	61645
554	13988	61626
555	14015	61606
556	14044	61598
557	14070	61579
558	14094	61546
559	14119	61520
560	14143	61490
561	14164	61447
562	14184	61399
563	14206	61360
564	14226	61313
565	14249	61277
566	14278	61270
567	14302	61239
568	14327	61213
569	14348	61171
570	14371	61137
571	14395	61105
572	14418	61069
573	14441	61038
574	14465	61005
575	14490	60979
576	14512	60940
577	14535	60906
578	14561	60884
579	14584	60851
580	14604	60806
581	14626	60766
582	14650	60736
583	14672	60698
584	14693	60656
585	14717	60629
586	14738	60585
587	14759	60545
588	14783	60516
589	14807	60484
590	14829	60448
591	14853	60417
592	14874	60376
593	14897	60342
594	14920	60308
595	14938	60256
596	14961	60220
597	14981	60178
598	15006	60150
599	15028	60114
600	15052	60084
601	15076	60057
602	15096	60011
603	15119	59978
604	15141	59940
605	15162	59900
606	15185	59868
607	15208	59833
608	15232	59803
609	15252	59761
610	15276	59730
611	15303	59712
612	15329	59693
613	15355	59672
614	15382	59652
615	15406	59623
616	15431	59600
617	15457	59577
618	15483	59556
619	15504	59517
620	15529	59492
621	15557	59477
622	15580	59446
623	15604	59416
624	15617	59347
625	15641	59317
626	15667	59295
627	15690	59265
628	15714	59236
629	15740	59214
630	15763	59180
631	15783	59138
632	15810	59119
633	15837	59104
634	15863	59083
635	15888	59055
636	15914	59035
637	15939	59010
638	15964	58987
639	15991	58967
640	16018	58950
641	16044	58931
642	16076	58930
643	16102	58910
644	16130	58893
645	16155	58870
646	16183	58855
647	16209	58834
648	16237	58819
649	16262	58793
650	16300	58817
651	16343	58857
652	16375	58856
653	16406	58853
654	16431	58826
655	16458	58807
656	16482	58778
657	16514	58778
658	16542	58764
659	16573	58761
660	16602	58748
661	16630	58733
662	16654	58704
663	16678	58675
664	16705	58658
665	16731	58634
666	16756	58611
667	16781	58584
668	16807	58561
669	16838	58556
670	16862	58528
671	16886	58498
672	16911	58473
673	16934	58442
674	16961	58421
675	16986	58397
676	17014	58383
677	17041	58364
678	17072	58358
679	17103	58354
680	17134	58348
681	17161	58327
682	17189	58313
683	17217	58298
684	17246	58286
685	17278	58284
686	17305	58263
687	17342	58280
688	17372	58270
689	17399	58249
690	17428	58238
691	17462	58243
692	17497	58250
693	17530	58250
694	17562	58246
695	17592	58238
696	17618	58213
697	17644	58189
698	17670	58167
699	17697	58149
700	17724	58127
701	17749	58103
702	17773	58075
703	17797	58045
704	17824	58022
705	17855	58017
706	17883	58001
707	17909	57978
708	17934	57951
709	17964	57941
710	17990	57917
711	18015	57893
712	18042	57871
713	18068	57849
714	18095	57828
715	18121	57806
716	18142	57768
717	18164	57732
718	18189	57704
719	18211	57670
720	18234	57636
721	18258	57607
722	18280	57571
723	18302	57536
724	18327	57511
725	18352	57484
726	18379	57463
727	18402	57430
728	18425	57398
729	18448	57366
730	18473	57340
731	18496	57309
732	18521	57282
733	18540	57238
734	18564	57209
735	18589	57183
736	18614	57157
737	18637	57125
738	18660	57093
739	18682	57056
740	18706	57027
741	18727	56990
742	18749	56955
743	18771	56921
744	18796	56892
745	18822	56870
746	18846	56842
747	18871	56816
748	18894	56785
749	18916	56749
750	18936	56708
751	18960	56678
752	18980	56639
753	19003	56607
754	19026	56574
755	19047	56538
756	19073	56515
757	19098	56488
758	19119	56451
759	19142	56420
760	19168	56396
761	19187	56353
762	19210	56322
763	19234	56292
764	19254	56252
765	19274	56212
766	19294	56172
767	19318	56143
768	19341	56111
769	19362	56075
770	19388	56052
771	19412	56025
772	19435	55991
773	19457	55958
774	19479	55925
775	19501	55891
776	19523	55858
777	19544	55819
778	19570	55798
779	19594	55770
780	19617	55738
781	19641	55708
782	19661	55671
783	19684	55638
784	19706	55605
785	19731	55578
786	19754	55549
787	19781	55528
788	19803	55493
789	19832	55481
790	19858	55458
791	19885	55438
792	19908	55408
793	19930	55374
794	19953	55343
795	19974	55306
796	20000	55282
797	20022	55249
798	20046	55222
799	20075	55207
800	20098	55177
801	20121	55144
802	20143	55113
803	20167	55083
804	20191	55055
805	20215	55028
806	20239	55000
807	20262	54969
808	20288	54945
809	20316	54929
810	20339	54899
811	20362	54869
812	20390	54850
813	20419	54835
814	20442	54805
815	20464	54772
816	20485	54736
817	20508	54705
818	20532	54677
819	20553	54641
820	20583	54631
821	20607	54603
822	20632	54575
823	20656	54548
824	20683	54527
825	20709	54506
826	20735	54484
827	20759	54455
828	20785	54432
829	20806	54397
830	20831	54373
831	20854	54340
832	20879	54316
833	20903	54289
834	20926	54257
835	20947	54223
836	20970	54191
837	20994	54164
838	21018	54136
839	21044	54113
840	21071	54093
841	21095	54067
842	21119	54039
843	21141	54006
844	21165	53978
845	21188	53948
846	21212	53920
847	21238	53896
848	21260	53865
849	21285	53840
850	21309	53810
851	21336	53791
852	21358	53759
853	21381	53729
854	21403	53696
855	21428	53671
856	21457	53656
857	21480	53626
858	21501	53590
859	21524	53560
860	21549	53535
861	21578	53521
862	21600	53488
863	21626	53465
864	21650	53437
865	21674	53409
866	21698	53382
867	21720	53350
868	21747	53330
869	21770	53300
870	21796	53278
871	21824	53259
872	21847	53230
873	21873	53207
874	21901	53189
875	21925	53161
876	21953	53143
877	21982	53127
878	22008	53105
879	22031	53076
880	22058	53056
881	22083	53029
882	22107	53003
883	22131	52974
884	22154	52944
885	22180	52923
886	22205	52898
887	22229	52869
888	22254	52844
889	22277	52815
890	22306	52798
891	22335	52783
892	22360	52758
893	22385	52733
894	22412	52713
895	22443	52701
896	22472	52685
897	22498	52663
898	22526	52644
899	22554	52627
900	22585	52614
901	22616	52604
902	22644	52586
903	22670	52564
904	22697	52543
905	22724	52521
906	22746	52489
907	22774	52470
908	22801	52451
909	22830	52435
910	22854	52408
911	22881	52386
912	22907	52364
913	22936	52347
914	22963	52327
915	22996	52320
916	23028	52310
917	23064	52309
918	23102	52312
919	23131	52297
920	23156	52272
921	23186	52256
922	23209	52227
923	23235	52203
924	23263	52185
925	23292	52170
926	23326	52162
927	23352	52140
928	23375	52110
929	23402	52089
930	23428	52065
931	23452	52038
932	23482	52022
933	23510	52003
934	23535	51979
935	23559	51952
936	23589	51937
937	23612	51906
938	23637	51882
939	23662	51855
940	23684	51823
941	23709	51798
942	23733	51769
943	23755	51738
944	23776	51703
945	23800	51676
946	23824	51648
947	23853	51631
948	23878	51606
949	23900	51575
950	23921	51540
951	23943	51509
952	23967	51480
953	23987	51445
954	24009	51413
955	24033	51386
956	24058	51359
957	24082	51332
958	24109	51311
959	24132	51282
960	24157	51255
961	24178	51222
962	24201	51192
963	24221	51157
964	24240	51118
965	24263	51089
966	24267	51019
967	24289	50987
968	24309	50952
969	24331	50921
970	24361	50905
971	24382	50871
972	24406	50844
973	24426	50809
974	24449	50778
975	24475	50756
976	24501	50733
977	24523	50701
978	24544	50667
979	24566	50636
980	24592	50614
981	24619	50592
982	24641	50560
983	24665	50534
984	24688	50504
985	24711	50475
986	24734	50445
987	24757	50417
988	24779	50385
989	24802	50355
990	24823	50323
991	24846	50293
992	24869	50264
993	24891	50233
994	24914	50203
995	24936	50173
996	24959	50144
997	24981	50113
998	25003	50082
999	25025	50051
1000	25046	50018
1001	25066	49983
1002	25090	49955
1003	25116	49932
1004	25138	49902
1005	25163	49877
1006	25186	49848
1007	25210	49819
1008	25230	49786
1009	25252	49754
1010	25273	49721
1011	25297	49695
1012	25321	49668
1013	25345	49641
1014	25369	49615
1015	25393	49586
1016	25414	49553
1017	25434	49520
1018	25454	49485
1019	25475	49453
1020	25499	49426
1021	25526	49404
1022	25549	49375
1023	25572	49346
1024	25598	49324
1025	25618	49290
1026	25644	49266
1027	25668	49239
1028	25694	49216
1029	25715	49183
1030	25739	49157
1031	25763	49129
1032	25785	49100
1033	25808	49070
1034	25828	49037
1035	25855	49014
1036	25874	48979
1037	25898	48953
1038	25920	48921
1039	25942	48891
1040	25965	48863
1041	25987	48832
1042	26010	48803
1043	26032	48773
1044	26054	48742
1045	26079	48718
1046	26104	48693
1047	26125	48660
1048	26148	48632
1049	26172	48605
1050	26195	48576
1051	26217	48546
1052	26240	48519
1053	26266	48496
1054	26287	48464
1055	26313	48441
1056	26343	48424
1057	26368	48401
1058	26396	48380
1059	26419	48353
1060	26444	48327
1061	26464	48294
1062	26488	48266
1063	26513	48243
1064	26543	48226
1065	26569	48204
1066	26593	48178
1067	26620	48157
1068	26648	48136
1069	26673	48112
1070	26698	48087
1071	26724	48064
1072	26748	48037
1073	26770	48007
1074	26797	47986
1075	26820	47957
1076	26844	47931
1077	26877	47920
1078	26904	47899
1079	26932	47879
1080	26962	47863
1081	26989	47842
1082	27015	47819
1083	27042	47798
1084	27066	47770
1085	27090	47745
1086	27116	47721
1087	27145	47704
1088	27157	47656
1089	27183	47633
1090	27207	47606
1091	27228	47574
1092	27252	47548
1093	27277	47523
1094	27302	47498
1095	27324	47468
1096	27349	47444
1097	27372	47415
1098	27399	47394
1099	27420	47363
1100	27446	47339
1101	27470	47312
1102	27492	47283
1103	27514	47252
1104	27533	47218
1105	27561	47198
1106	27585	47172
1107	27607	47142
1108	27633	47119
1109	27661	47098
1110	27685	47072
1111	27708	47043
1112	27731	47017
1113	27753	46985
1114	27776	46958
1115	27799	46930
1116	27821	46900
1117	27841	46866
1118	27865	46840
1119	27887	46810
1120	27914	46789
1121	27938	46763
1122	27960	46733
1123	27981	46702
1124	28004	46673
1125	28024	46641
1126	28047	46612
1127	28069	46583
1128	28091	46553
1129	28112	46522
1130	28133	46491
1131	28156	46463
1132	28178	46433
1133	28202	46406
1134	28226	46381
1135	28248	46350
1136	28269	46319
1137	28295	46297
1138	28320	46272
1139	28343	46244
1140	28366	46216
1141	28390	46190
1142	28414	46164
1143	28437	46136
1144	28459	46106
1145	28483	46080
1146	28503	46048
1147	28526	46020
1148	28550	45994
1149	28576	45970
1150	28601	45946
1151	28624	45917
1152	28652	45898
1153	28674	45868
1154	28697	45841
1155	28719	45812
1156	28744	45786
1157	28766	45757
1158	28793	45736
1159	28818	45712
1160	28845	45691
1161	28871	45667
1162	28896	45642
1163	28924	45622
1164	28949	45598
1165	28970	45566
1166	28990	45535
1167	29013	45507
1168	29038	45482
1169	29064	45460
1170	29089	45435
1171	29115	45411
1172	29140	45387
1173	29167	45365
1174	29190	45338
1175	29213	45311
1176	29236	45282
1177	29259	45255
1178	29286	45234
1179	29314	45213
1180	29340	45190
1181	29366	45168
1182	29395	45148
1183	29423	45128
1184	29452	45111
1185	29480	45090
1186	29505	45066
1187	29529	45040
1188	29558	45021
1189	29584	44998
1190	29616	44983
1191	29647	44968
1192	29675	44948
1193	29699	44922
1194	29722	44894
1195	29745	44867
1196	29769	44841
1197	29800	44825
1198	29832	44810
1199	29855	44783
1200	29881	44759
1201	29905	44734
1202	29929	44708
1203	29949	44675
1204	29970	44645
1205	29995	44620
1206	30019	44594
1207	30042	44566
1208	30067	44542
1209	30091	44516
1210	30113	44486
1211	30138	44462
1212	30163	44437
1213	30187	44410
1214	30206	44377
1215	30230	44351
1216	30252	44321
1217	30275	44294
1218	30296	44264
1219	30319	44236
1220	30342	44208
1221	30361	44176
1222	30382	44144
1223	30406	44119
1224	30430	44093
1225	30453	44065
1226	30475	44037
1227	30498	44009
1228	30521	43981
1229	30544	43954
1230	30569	43928
1231	30587	43895
1232	30610	43868
1233	30641	43851
1234	30668	43829
1235	30688	43798
1236	30712	43772
1237	30737	43747
1238	30760	43719
1239	30780	43688
1240	30803	43660
1241	30825	43632
1242	30852	43610
1243	30875	43583
1244	30901	43560
1245	30925	43533
1246	30951	43510
1247	30976	43486
1248	30998	43457
1249	31021	43430
1250	31043	43401
1251	31066	43373
1252	31090	43347
1253	31112	43318
1254	31136	43293
1255	31159	43265
1256	31182	43239
1257	31203	43209
1258	31227	43182
1259	31250	43156
1260	31272	43127
1261	31295	43099
1262	31318	43071
1263	31341	43044
1264	31364	43017
1265	31388	42991
1266	31413	42967
1267	31436	42940
1268	31458	42911
1269	31481	42883
1270	31503	42855
1271	31527	42829
1272	31549	42801
1273	31573	42775
1274	31596	42747
1275	31619	42720
1276	31644	42696
1277	31674	42679
1278	31698	42653
1279	31724	42629
1280	31750	42606
1281	31772	42577
1282	31796	42552
1283	31821	42527
1284	31845	42501
1285	31870	42477
1286	31898	42457
1287	31920	42428
1288	31942	42399
1289	31965	42373
1290	31989	42347
1291	32012	42320
1292	32037	42294
1293	32062	42271
1294	32088	42247
1295	32114	42224
1296	32137	42198
1297	32165	42176
1298	32189	42151
1299	32210	42121
1300	32232	42093
1301	32254	42064
1302	32274	42033
1303	32297	42007
1304	32320	41979
1305	32345	41954
1306	32368	41928
1307	32395	41905
1308	32422	41884
1309	32444	41856
1310	32469	41831
1311	32490	41801
1312	32513	41774
1313	32535	41746
1314	32559	41720
1315	32583	41695
1316	32608	41670
1317	32630	41641
1318	32656	41618
1319	32683	41597
1320	32706	41569
1321	32728	41541
1322	32750	41513
1323	32771	41484
1324	32793	41456
1325	32819	41433
1326	32843	41407
1327	32867	41380
1328	32889	41352
1329	32891	41299
1330	32915	41274
1331	32937	41245
1332	32957	41215
1333	32979	41186
1334	32999	41157
1335	33021	41128
1336	33041	41098
1337	33063	41069
1338	33086	41042
1339	33104	41010
1340	33127	40983
1341	33152	40958
1342	33175	40932
1343	33197	40904
1344	33221	40878
1345	33245	40852
1346	33267	40824
1347	33290	40798
1348	33311	40769
1349	33330	40737
1350	33353	40710
1351	33374	40681
1352	33395	40652
1353	33423	40631
1354	33447	40605
1355	33468	40577
1356	33492	40550
1357	33516	40525
1358	33539	40498
1359	33563	40474
1360	33584	40444
1361	33610	40421
1362	33633	40395
1363	33660	40373
1364	33686	40350
1365	33711	40325
1366	33735	40299
1367	33755	40270
1368	33778	40242
1369	33804	40219
1370	33826	40191
1371	33849	40165
1372	33872	40138
1373	33893	40110
1374	33922	40089
1375	33943	40061
1376	33967	40035
1377	33990	40008
1378	34013	39982
1379	34037	39956
1380	34059	39929
1381	34082	39902
1382	34107	39878
1383	34131	39852
1384	34160	39833
1385	34184	39807
1386	34205	39778
1387	34227	39750
1388	34253	39727
1389	34276	39701
1390	34299	39675
1391	34321	39647
1392	34345	39621
1393	34368	39594
1394	34391	39568
1395	34417	39545
1396	34440	39519
1397	34463	39492
1398	34486	39465
1399	34509	39439
1400	34533	39414
1401	34557	39388
1402	34578	39359
1403	34601	39333
1404	34623	39305
1405	34647	39280
1406	34674	39258
1407	34701	39236
1408	34722	39207
1409	34747	39183
1410	34770	39156
1411	34796	39133
1412	34818	39106
1413	34841	39079
1414	34864	39053
1415	34891	39030
1416	34920	39010
1417	34944	38986
1418	34968	38960
1419	34994	38937
1420	35022	38916
1421	35045	38890
1422	35066	38861
1423	35091	38837
1424	35116	38813
1425	35143	38790
1426	35171	38770
1427	35197	38746
1428	35219	38718
1429	35247	38697
1430	35272	38674
1431	35294	38646
1432	35317	38619
1433	35342	38596
1434	35367	38571
1435	35394	38549
1436	35428	38534
1437	35454	38511
1438	35482	38490
1439	35510	38469
1440	35536	38446
1441	35559	38419
1442	35583	38394
1443	35606	38368
1444	35632	38344
1445	35662	38326
1446	35684	38298
1447	35710	38275
1448	35743	38259
1449	35766	38233
1450	35794	38212
1451	35818	38186
1452	35847	38166
1453	35872	38142
1454	35899	38119
1455	35923	38094
1456	35946	38068
1457	35969	38041
1458	35993	38016
1459	36017	37991
1460	36041	37965
1461	36062	37937
1462	36085	37911
1463	36109	37885
1464	36131	37857
1465	36155	37832
1466	36178	37806
1467	36198	37776
1468	36221	37749
1469	36242	37721
1470	36265	37695
1471	36286	37667
1472	36310	37641
1473	36333	37614
1474	36356	37588
1475	36377	37560
1476	36402	37536
1477	36426	37510
1478	36449	37485
1479	36468	37454
1480	36490	37426
1481	36510	37397
1482	36530	37367
1483	36553	37341
1484	36579	37318
1485	36600	37290
1486	36622	37263
1487	36648	37239
1488	36673	37215
1489	36694	37186
1490	36718	37161
1491	36743	37137
1492	36767	37112
1493	36792	37088
1494	36819	37065
1495	36841	37038
1496	36869	37016
1497	36890	36989
1498	36914	36963
1499	36935	36935
1500	36960	36910
1501	36984	36886
1502	37007	36859
1503	37029	36832
1504	37051	36804
1505	37074	36779
1506	37100	36755
1507	37119	36725
1508	37145	36702
1509	37167	36675
1510	37187	36645
1511	37209	36618
1512	37232	36593
1513	37256	36567
1514	37277	36539
1515	37300	36513
1516	37321	36485
1517	37342	36457
1518	37366	36431
1519	37388	36404
1520	37413	36380
1521	37436	36353
1522	37457	36326
1523	37480	36299
1524	37503	36273
1525	37527	36248
1526	37549	36222
1527	37572	36195
1528	37595	36169
1529	37619	36144
1530	37643	36119
1531	37670	36096
1532	37694	36071
1533	37715	36043
1534	37739	36018
1535	37767	35997
1536	37793	35973
1537	37817	35948
1538	37842	35924
1539	37869	35901
1540	37893	35877
1541	37916	35850
1542	37937	35823
1543	37957	35794
1544	37979	35767
1545	38000	35739
1546	38023	35712
1547	38046	35687
1548	38066	35658
1549	38086	35629
1550	38108	35602
1551	38130	35575
1552	38157	35552
1553	38177	35524
1554	38199	35497
1555	38220	35469
1556	38246	35446
1557	38270	35420
1558	38290	35392
1559	38312	35364
1560	38336	35339
1561	38359	35314
1562	38385	35290
1563	38412	35269
1564	38435	35242
1565	38458	35216
1566	38480	35190
1567	38505	35165
1568	38524	35136
1569	38546	35109
1570	38567	35081
1571	38588	35053
1572	38609	35025
1573	38629	34997
1574	38657	34975
1575	38680	34950
1576	38704	34925
1577	38727	34899
1578	38751	34874
1579	38777	34851
1580	38807	34831
1581	38830	34805
1582	38856	34782
1583	38881	34758
1584	38912	34738
1585	38934	34712
1586	38960	34688
1587	38986	34665
1588	39010	34640
1589	39035	34616
1590	39059	34590
1591	39084	34567
1592	39107	34541
1593	39135	34519
1594	39162	34497
1595	39189	34475
1596	39213	34449
1597	39238	34425
1598	39261	34400
1599	39283	34372
1600	39305	34346
1601	39330	34321
1602	39354	34296
1603	39378	34271
1604	39403	34247
1605	39425	34221
1606	39447	34194
1607	39469	34168
1608	39494	34143
1609	39517	34117
1610	39540	34091
1611	39562	34065
1612	39591	34043
1613	39614	34018
1614	39639	33994
1615	39669	33974
1616	39690	33946
1617	39713	33920
1618	39735	33894
1619	39758	33868
1620	39782	33843
1621	39806	33818
1622	39833	33795
1623	39856	33769
1624	39860	33728
1625	39883	33702
1626	39910	33680
1627	39934	33654
1628	39957	33628
1629	39978	33601
1630	40000	33574
1631	40025	33550
1632	40046	33523
1633	40070	33498
1634	40093	33472
1635	40116	33447
1636	40140	33422
1637	40168	33400
1638	40192	33374
1639	40215	33349
1640	40238	33323
1641	40261	33297
1642	40284	33271
1643	40308	33246
1644	40331	33221
1645	40353	33194
1646	40375	33168
1647	40399	33143
1648	40424	33119
1649	40446	33092
1650	40467	33065
1651	40491	33040
1652	40516	33016
1653	40537	32988
1654	40557	32960
1655	40580	32934
1656	40602	32908
1657	40625	32882
1658	40645	32854
1659	40673	32832
1660	40675	32789
1661	40698	32764
1662	40720	32737
1663	40741	32710
1664	40764	32684
1665	40787	32659
1666	40813	32635
