iter	RMSE
245	9.015563505
246	9.003997611
247	8.992428255
248	8.981393558
249	8.970138245
250	8.958342456
251	8.947368674
252	8.936498929
253	8.925461421
254	8.913765503
255	8.902801547
256	8.891656777
257	8.880257974
258	8.869654193
259	8.859498049
260	8.848052963
261	8.837334278
262	8.82599857
263	8.815587461
264	8.805116511
265	8.794787041
266	8.784141403
267	8.774157923
268	8.763509418
269	8.754734934
270	8.745673089
271	8.73590198
272	8.725531038
273	8.71644041
274	8.707355731
275	8.697470767
276	8.687633121
277	8.678459754
278	8.668953531
279	8.659878267
280	8.650353016
281	8.641558019
282	8.632084099
283	8.622749141
284	8.613671202
285	8.604486198
286	8.596554397
287	8.588098862
288	8.580048261
289	8.572329412
290	8.563683637
291	8.555665448
292	8.546595818
293	8.538528245
294	8.53074081
295	8.522079946
296	8.514104864
297	8.505898077
298	8.497460362
299	8.489380395
300	8.481712443
301	8.47421942
302	8.466353532
303	8.459016876
304	8.451839817
305	8.443855906
306	8.436783622
307	8.429645886
308	8.421763158
309	8.414310715
310	8.407568681
311	8.400945537
312	8.39402552
313	8.387397265
314	8.379970705
315	8.373270689
316	8.366505612
317	8.359669133
318	8.352305076
319	8.345562448
320	8.338540368
321	8.331579264
322	8.325210287
323	8.318593696
324	8.311689406
325	8.305457251
326	8.298471462
327	8.292462832
328	8.286574858
329	8.279695774
330	8.273352712
331	8.267845811
332	8.26167925
333	8.255758786
334	8.249741655
335	8.243505597
336	8.237537735
337	8.231606399
338	8.22520126
339	8.219801214
340	8.213756159
341	8.207981317
342	8.201564482
343	8.195759644
344	8.190253965
345	8.184220237
346	8.178933086
347	8.172848861
348	8.167461329
349	8.161935681
350	8.156740676
351	8.150822795
352	8.145863844
353	8.140358091
354	8.135301812
355	8.129967465
356	8.124688268
357	8.120115937
358	8.114910453
359	8.110098379
360	8.10498041
361	8.09976675
362	8.094594745
363	8.089504548
364	8.084322461
365	8.079911288
366	8.075022572
367	8.070205863
368	8.065366311
369	8.061140579
370	8.056721679
371	8.052100816
372	8.04735943
373	8.042348839
374	8.038074192
375	8.033597695
376	8.029369101
377	8.025047733
378	8.020721031
379	8.016200104
380	8.011937038
381	8.007784772
382	8.003167193
383	7.998607357
384	7.994287451
385	7.989541931
386	7.98534934
387	7.981511838
388	7.977831989
389	7.973984211
390	7.970461298
391	7.966940425
392	7.9627625
393	7.958829929
394	7.954924432
395	7.951311343
396	7.94745511
397	7.943357703
398	7.939533724
399	7.935353672
400	7.931744055
401	7.927439215
402	7.923992192
403	7.920677622
404	7.91753304
405	7.914186483
406	7.910615669
407	7.906856552
408	7.903292508
409	7.899668438
410	7.896384745
411	7.893136191
412	7.88951529
413	7.886365581
414	7.882912146
415	7.879154989
416	7.875417337
417	7.872133753
418	7.868740083
419	7.865535854
420	7.86237849
421	7.859353599
422	7.856003701
423	7.852769979
424	7.849296925
425	7.845819475
426	7.842322156
427	7.839359822
428	7.836550997
429	7.833651248
430	7.830698324
431	7.827958045
432	7.82519256
433	7.822403329
434	7.819597657
435	7.81645258
436	7.813176157
437	7.81053318
438	7.807858607
439	7.804881893
440	7.802040997
441	7.799344063
442	7.796820787
443	7.793583089
444	7.790641811
445	7.788216455
446	7.785716839
447	7.782765816
448	7.780209227
449	7.777834425
450	7.774858654
451	7.771839689
452	7.769267572
453	7.766803492
454	7.764495435
455	7.761444344
456	7.75843463
457	7.756071207
458	7.753829752
459	7.750933361
460	7.748563404
461	7.745955676
462	7.743769432
463	7.740701949
464	7.738029688
465	7.735033152
466	7.73256807
467	7.730281009
468	7.728038927
469	7.725253546
470	7.722738167
471	7.720666047
472	7.718517325
473	7.716582921
474	7.714596447
475	7.712474188
476	7.710350105
477	7.708288994
478	7.706104141
479	7.704093698
480	7.702124113
481	7.700254091
482	7.69783106
483	7.695495632
484	7.693408364
485	7.69099486
486	7.689164512
487	7.68682339
488	7.684985251
489	7.683111574
490	7.681268143
491	7.678988833
492	7.677219847
493	7.675152806
494	7.672890192
495	7.671001165
496	7.669153945
497	7.667388886
498	7.665389154
499	7.663309197
500	7.661409073
501	7.659242803
502	7.657258968
503	7.655473384
504	7.653664285
505	7.651997685
506	7.650393048
507	7.648310152
508	7.646657458
509	7.644889621
510	7.642800136
511	7.641151711
512	7.639665619
513	7.637959482
514	7.636499262
515	7.634927814
516	7.633366556
517	7.63177558
518	7.630129317
519	7.628698272
520	7.627155238
521	7.625387774
522	7.62389293
523	7.621919282
524	7.620397205
525	7.618589893
526	7.616908059
527	7.615355038
528	7.613665426
529	7.612178119
530	7.610727833
531	7.609323572
532	7.607414995
533	7.605556877
534	7.604299142
535	7.602579207
536	7.600880046
537	7.59940639
538	7.598198776
539	7.596450291
540	7.594859705
541	7.593561627
542	7.591807795
543	7.590475166
544	7.588737803
545	7.587485221
546	7.586263465
547	7.584621659
548	7.583224577
549	7.581455654
550	7.579925315
551	7.578427072
552	7.576959052
553	7.575570155
554	7.574148815
555	7.572849322
556	7.571616371
557	7.569927436
558	7.568724597
559	7.567397745
560	7.565857628
561	7.564687823
562	7.563461554
563	7.562220331
564	7.560594123
565	7.558926438
566	7.55756609
567	7.556354276
568	7.554869105
569	7.553767577
570	7.552321603
571	7.551223617
572	7.54986044
573	7.548758698
574	7.547680809
575	7.546523689
576	7.545045731
577	7.543566056
578	7.542471756
579	7.54082878
580	7.539801998
581	7.538658577
582	7.537443828
583	7.536206235
584	7.535052626
585	7.534095617
586	7.53274406
587	7.531344463
588	7.529820724
589	7.52848046
590	7.52715787
591	7.526325771
592	7.524959725
593	7.523815681
594	7.522647609
595	7.521682778
596	7.520757978
597	7.519504487
598	7.518169145
599	7.517246909
600	7.515974551
601	7.514872666
602	7.513441224
603	7.512179706
604	7.51124031
605	7.509892375
606	7.508854407
607	7.507882957
608	7.507023127
609	7.506121843
610	7.505125276
611	7.504185005
612	7.503273534
613	7.502471139
614	7.501675559
615	7.500777039
616	7.499841917
617	7.49850106
618	7.497125514
619	7.495833156
620	7.494527544
621	7.493381692
622	7.492272941
623	7.491387375
624	7.490724854
625	7.489866464
626	7.489113059
627	7.488408163
628	7.487300798
629	7.485948125
630	7.485169589
631	7.484035116
632	7.48321039
633	7.4819696
634	7.481006475
635	7.480331208
636	7.479323434
637	7.47811775
638	7.47720591
639	7.476554587
640	7.475376795
641	7.474523069
642	7.473458644
643	7.47247458
644	7.471679176
645	7.471021043
646	7.47024762
647	7.469145923
648	7.468255772
649	7.467201351
650	7.466130373
651	7.465389925
652	7.464453667
653	7.463783397
654	7.462776535
655	7.46208168
656	7.461036903
657	7.460296422
658	7.45957304
659	7.458780047
660	7.457582153
661	7.456965538
662	7.455754058
663	7.454909887
664	7.453890258
665	7.453161944
666	7.452264542
667	7.451127259
668	7.450086619
669	7.449426279
670	7.44861096
671	7.44783384
672	7.446853378
673	7.44615873
674	7.445486602
675	7.444600432
676	7.443580192
677	7.442684663
678	7.442070785
679	7.441311123
680	7.440150041
681	7.439463818
682	7.438802006
683	7.438193891
684	7.437099287
685	7.436394832
686	7.435470648
687	7.434827823
688	7.434052007
689	7.433086293
690	7.432171886
691	7.431523437
692	7.430577927
693	7.429947571
694	7.429379805
695	7.428419214
696	7.427818084
697	7.427026419
698	7.426499634
699	7.425723985
700	7.425163677
701	7.424593148
702	7.424004461
703	7.423394376
704	7.422591183
705	7.421918038
706	7.421332451
707	7.420449333
708	7.420028244
709	7.419529829
710	7.418629502
711	7.417990488
712	7.4173224
713	7.41681258
714	7.416029211
715	7.415130462
716	7.414442347
717	7.413965929
718	7.413249257
719	7.412409412
720	7.411772854
721	7.411132639
722	7.410610271
723	7.40996361
724	7.409453105
725	7.408786286
726	7.408324049
727	7.407875523
728	7.407398106
729	7.406927418
730	7.406043098
731	7.405160396
732	7.404479127
733	7.403946269
734	7.403446792
735	7.402979625
736	7.402228557
737	7.401696428
738	7.401195525
739	7.400407346
740	7.399866763
741	7.399181311
742	7.398624352
743	7.398187357
744	7.397688059
745	7.397117535
746	7.396506687
747	7.395836774
748	7.395412304
749	7.394932224
750	7.394473813
751	7.39397227
752	7.393354573
753	7.392695361
754	7.392200587
755	7.391828225
756	7.391420841
757	7.390890759
758	7.390399182
759	7.389796998
760	7.389369276
761	7.388976026
762	7.388486796
763	7.387876989
764	7.387461599
765	7.386820896
766	7.386383174
767	7.385946026
768	7.385244893
769	7.384633127
770	7.384148938
771	7.383728658
772	7.383225646
773	7.382791931
774	7.382310516
775	7.381550806
776	7.380821777
777	7.380424239
778	7.380057533
779	7.379313926
780	7.378868287
781	7.378276504
782	7.377552849
783	7.377012741
784	7.376409883
785	7.375984799
786	7.375475464
787	7.374843703
788	7.374253091
789	7.373879233
790	7.373036776
791	7.372334913
792	7.371960197
793	7.371441834
794	7.371087566
795	7.370369394
796	7.369643816
797	7.369136397
798	7.368523048
799	7.368073778
800	7.367717023
801	7.367116925
802	7.36672444
803	7.366383261
804	7.365950346
805	7.365488977
806	7.365122731
807	7.364810722
808	7.364410207
809	7.36402676
810	7.363742373
811	7.363068376
812	7.362693916
813	7.362051357
814	7.361691363
815	7.361100246
816	7.360726725
817	7.360091833
818	7.359658053
819	7.359144209
820	7.358820357
821	7.35817307
822	7.357834174
823	7.357485302
824	7.357177506
825	7.356807379
826	7.356396679
827	7.356020812
828	7.355607605
829	7.355240313
830	7.354738869
831	7.354453154
832	7.354108588
833	7.353760498
834	7.353410035
835	7.352959172
836	7.352692149
837	7.35214768
838	7.351845988
839	7.351420094
840	7.351037586
841	7.35050217
842	7.350131031
843	7.349819323
844	7.349477872
845	7.3491734
846	7.348872779
847	7.348583728
848	7.348197223
849	7.347700285
850	7.347139428
851	7.346477285
852	7.345989425
853	7.345721368
854	7.345349691
855	7.34504656
856	7.344704447
857	7.344350795
858	7.34372934
859	7.343433071
860	7.343119788
861	7.342782069
862	7.342389176
863	7.341981167
864	7.341616955
865	7.341190019
866	7.340741645
867	7.340465911
868	7.339960475
869	7.339612926
870	7.338950492
871	7.338662141
872	7.338239726
873	7.337804727
874	7.337474003
875	7.337101211
876	7.336819014
877	7.336478629
878	7.336166263
879	7.335807078
880	7.33524344
881	7.33489891
882	7.334651707
883	7.334197264
884	7.333906214
885	7.333556085
886	7.333158366
887	7.332629636
888	7.332322247
889	7.331808474
890	7.331492328
891	7.331188738
892	7.330804163
893	7.330552249
894	7.330185498
895	7.32971549
896	7.329485309
897	7.329231786
898	7.329014972
899	7.328587085
900	7.328346991
901	7.327963811
902	7.327630799
903	7.327235925
904	7.32694116
905	7.326649733
906	7.326150508
907	7.325861722
908	7.325427528
909	7.325108906
910	7.324850294
911	7.324493899
912	7.32411453
913	7.323722258
914	7.323305155
915	7.32307927
916	7.32287334
917	7.322611268
918	7.322330423
919	7.322026129
920	7.321750242
921	7.32148989
922	7.321096488
923	7.320780248
924	7.320489168
925	7.320244069
926	7.319956465
927	7.319706575
928	7.319389614
929	7.319181107
930	7.318793665
931	7.318454342
932	7.318142498
933	7.317647436
934	7.317426629
935	7.31717492
936	7.316937362
937	7.316619884
938	7.316248382
939	7.316025246
940	7.315648133
941	7.315322889
942	7.315085611
943	7.314927778
944	7.314664673
945	7.314478336
946	7.314073608
947	7.313827988
948	7.313391891
949	7.313018555
950	7.312776984
951	7.312487142
952	7.312264012
953	7.312079323
954	7.311856204
955	7.311672406
956	7.311283323
957	7.311041033
958	7.310746923
959	7.310451895
960	7.310209457
961	7.309861218
962	7.309556901
963	7.309361518
964	7.308952845
965	7.308733738
966	7.308604213
967	7.308167377
968	7.307626415
969	7.30742544
970	7.307085371
971	7.306714964
972	7.306276507
973	7.306047072
974	7.305803056
975	7.305424261
976	7.305061705
977	7.304712198
978	7.304457541
979	7.304215751
980	7.303799396
981	7.303308767
982	7.302832694
983	7.302573398
984	7.302272174
985	7.302065378
986	7.301819129
987	7.301574986
988	7.301171509
989	7.30094771
990	7.300695779
991	7.300393537
992	7.300111407
993	7.299730367
994	7.299530081
995	7.299150582
996	7.298809597
997	7.298619071
998	7.298235581
999	7.2978921
1000	7.297539443
1001	7.297340909
1002	7.297197962
1003	7.296990551
1004	7.296780573
1005	7.296551162
1006	7.296271719
1007	7.295888235
1008	7.295533877
1009	7.295247033
1010	7.294819938
1011	7.294515626
1012	7.294265036
1013	7.293992766
1014	7.293817141
1015	7.293480716
1016	7.292920617
1017	7.292780475
1018	7.292503953
1019	7.292324779
1020	7.292154273
1021	7.291906205
1022	7.291483336
1023	7.291196223
1024	7.290856567
1025	7.290251553
1026	7.289940121
1027	7.289699849
1028	7.28940313
1029	7.289147835
1030	7.288894853
1031	7.288568287
1032	7.288385013
1033	7.288082222
1034	7.287807298
1035	7.287454122
1036	7.287206588
1037	7.286908798
1038	7.286469508
1039	7.286189676
1040	7.286024008
1041	7.285722242
1042	7.285415747
1043	7.285266184
1044	7.285013611
1045	7.284822883
1046	7.284672005
1047	7.284477373
1048	7.284289493
1049	7.283930266
1050	7.283687045
1051	7.283428645
1052	7.283035855
1053	7.282820858
1054	7.282568673
1055	7.282159136
1056	7.281903835
1057	7.281557749
1058	7.281235581
1059	7.280867782
1060	7.280599808
1061	7.280386265
1062	7.28009028
1063	7.27973502
1064	7.279498572
1065	7.279294933
1066	7.279064065
1067	7.27881868
1068	7.278607164
1069	7.278417456
1070	7.278039122
1071	7.27781093
1072	7.277510298
1073	7.277282446
1074	7.277036853
1075	7.276875582
1076	7.276654617
1077	7.276400887
1078	7.276216016
1079	7.276020733
1080	7.275757952
1081	7.275503966
1082	7.27529555
1083	7.275107865
1084	7.27476893
1085	7.274607531
1086	7.274414789
1087	7.274008923
1088	7.27389465
1089	7.273728994
1090	7.273469829
1091	7.273251603
1092	7.272866042
1093	7.272547026
1094	7.272343727
1095	7.271961965
1096	7.271605396
1097	7.271362024
1098	7.27120078
1099	7.27105054
1100	7.270889705
1101	7.270449771
1102	7.270278059
1103	7.270111483
1104	7.269953682
1105	7.269724735
1106	7.269468998
1107	7.269321883
1108	7.269189623
1109	7.268975888
1110	7.268675042
1111	7.268511089
1112	7.268337488
1113	7.267923282
1114	7.267545727
1115	7.267315559
1116	7.267077422
1117	7.266832712
1118	7.266598574
1119	7.266240818
1120	7.266083541
1121	7.265919443
1122	7.265765327
1123	7.265571281
1124	7.265413617
1125	7.265167828
1126	7.264994246
1127	7.264748452
1128	7.264482706
1129	7.264231562
1130	7.26396301
1131	7.263705024
1132	7.263567794
1133	7.263405748
1134	7.263097033
1135	7.262744267
1136	7.262547933
1137	7.262219305
1138	7.262078939
1139	7.261888591
1140	7.261521341
1141	7.261297329
1142	7.260879504
1143	7.260533261
1144	7.260328623
1145	7.260060343
1146	7.259885928
1147	7.259551963
1148	7.259280623
1149	7.25897858
1150	7.258623332
1151	7.258404912
1152	7.258262951
1153	7.258058992
1154	7.257933477
1155	7.257572875
1156	7.257219052
1157	7.257061047
1158	7.256844023
1159	7.256614994
1160	7.256434485
1161	7.25620174
1162	7.256016042
1163	7.255893179
1164	7.255521246
1165	7.255298105
1166	7.255063743
1167	7.254889503
1168	7.25468106
1169	7.254556297
1170	7.254375905
1171	7.254049962
1172	7.253818944
1173	7.253518218
1174	7.253173282
1175	7.252914777
1176	7.252690988
1177	7.252568904
1178	7.252270919
1179	7.251899187
1180	7.251715538
1181	7.251308369
1182	7.251157195
1183	7.25086759
1184	7.250682222
1185	7.250272666
1186	7.250128404
1187	7.249900993
1188	7.24973772
1189	7.249543948
1190	7.249164984
1191	7.249038811
1192	7.248854461
1193	7.248683234
1194	7.248484414
1195	7.248222957
1196	7.247960247
1197	7.247829694
1198	7.247524694
1199	7.247390662
1200	7.247187379
1201	7.246953369
1202	7.246717254
1203	7.246546855
1204	7.246237966
1205	7.245918623
1206	7.24575747
1207	7.245541352
1208	7.245214332
1209	7.245050816
1210	7.244904361
1211	7.244549332
1212	7.244429493
1213	7.244108973
1214	7.243842758
1215	7.243675504
1216	7.243542724
1217	7.243158059
1218	7.242995482
1219	7.242849468
1220	7.242633031
1221	7.242486459
1222	7.242247198
1223	7.24212551
1224	7.241849072
1225	7.241494141
1226	7.241239784
1227	7.241044721
1228	7.240822423
1229	7.240553866
1230	7.240308509
1231	7.240181
1232	7.2399067
1233	7.239680492
1234	7.239375624
1235	7.239279472
1236	7.239075506
1237	7.238711462
1238	7.238523679
1239	7.238229602
1240	7.238079633
1241	7.23785348
1242	7.237588174
1243	7.237404748
1244	7.237048458
1245	7.236908188
1246	7.236605869
1247	7.236410995
1248	7.236199066
1249	7.235808214
1250	7.235632317
1251	7.235345617
1252	7.23507974
1253	7.234972374
1254	7.234740587
1255	7.234571053
1256	7.234294629
1257	7.234081356
1258	7.233838379
1259	7.233691578
1260	7.23336867
1261	7.233236073
1262	7.233108434
1263	7.232972187
1264	7.232700228
1265	7.23248499
1266	7.232232616
1267	7.232058445
1268	7.231964785
1269	7.231795336
1270	7.231691945
1271	7.231504508
1272	7.231160995
1273	7.230774017
1274	7.230597988
1275	7.230365756
1276	7.230176342
1277	7.230079911
1278	7.229945834
1279	7.229563571
1280	7.229323223
1281	7.229219578
1282	7.229115122
1283	7.22900977
1284	7.228740833
1285	7.228468674
1286	7.228343642
1287	7.228171587
1288	7.228010628
1289	7.227834737
1290	7.227539957
1291	7.227296024
1292	7.227075833
1293	7.226822893
1294	7.226597208
1295	7.226404424
1296	7.226169338
1297	7.225858718
1298	7.225676373
1299	7.225466009
1300	7.225304358
1301	7.22506203
1302	7.224843614
1303	7.224690751
1304	7.224561539
1305	7.224441182
1306	7.22420717
1307	7.223915454
1308	7.223713781
1309	7.223366441
1310	7.223189145
1311	7.222845293
1312	7.2225074
1313	7.222335935
1314	7.222173723
1315	7.221818365
1316	7.221542234
1317	7.221399038
1318	7.221224532
1319	7.220889992
1320	7.220771956
1321	7.220611367
1322	7.220475247
1323	7.220336906
1324	7.220208069
1325	7.219896288
1326	7.219726958
1327	7.219638572
1328	7.219467692
1329	7.21943979
1330	7.219300457
1331	7.219139611
1332	7.218947804
1333	7.218826294
1334	7.218649957
1335	7.218428804
1336	7.218237909
1337	7.218077676
1338	7.217967183
1339	7.21779253
1340	7.217658382
1341	7.217447367
1342	7.217222343
1343	7.21684464
1344	7.216659278
1345	7.216518958
1346	7.216364135
1347	7.216217167
1348	7.216078649
1349	7.215952508
1350	7.215837406
1351	7.215512179
1352	7.215220716
1353	7.215107858
1354	7.21483694
1355	7.214641327
1356	7.21447966
1357	7.21425683
1358	7.214117832
1359	7.213843414
1360	7.21370783
1361	7.213378112
1362	7.213220527
1363	7.212941764
1364	7.212811118
1365	7.21254478
1366	7.212338351
1367	7.212250455
1368	7.212140698
1369	7.212011331
1370	7.211799949
1371	7.211667674
1372	7.211533095
1373	7.211286442
1374	7.211087084
1375	7.210728514
1376	7.210618664
1377	7.210346153
1378	7.210253077
1379	7.210144061
1380	7.209998502
1381	7.20983495
1382	7.209684246
1383	7.209546956
1384	7.209293163
1385	7.209132674
1386	7.208817113
1387	7.208589772
1388	7.208351893
1389	7.208185415
1390	7.208073956
1391	7.207898925
1392	7.207577444
1393	7.207397223
1394	7.207183391
1395	7.207073224
1396	7.206888551
1397	7.206818252
1398	7.206664159
1399	7.206489311
1400	7.206259604
1401	7.206089792
1402	7.205838816
1403	7.205571415
1404	7.205429552
1405	7.205114036
1406	7.20481575
1407	7.204563289
1408	7.204291955
1409	7.204122022
1410	7.203963165
1411	7.203808893
1412	7.203645244
1413	7.203382522
1414	7.203226291
1415	7.202890638
1416	7.202627361
1417	7.202489584
1418	7.202281322
1419	7.202135825
1420	7.201928371
1421	7.201730791
1422	7.201514031
1423	7.201411184
1424	7.201243853
1425	7.201091975
1426	7.20080789
1427	7.200605002
1428	7.200382393
1429	7.200106141
1430	7.199830747
1431	7.199672288
1432	7.199521301
1433	7.199345625
1434	7.199218483
1435	7.198818714
1436	7.198634026
1437	7.19851897
1438	7.198397501
1439	7.198222305
1440	7.198096942
1441	7.198000872
1442	7.197827643
1443	7.19766664
1444	7.197270686
1445	7.197113821
1446	7.196984538
1447	7.196818606
1448	7.196616851
1449	7.196458601
1450	7.196213199
1451	7.196103412
1452	7.195999011
1453	7.195802411
1454	7.195615313
1455	7.195383387
1456	7.195301778
1457	7.194952328
1458	7.194792125
1459	7.194552017
1460	7.194392956
1461	7.194244813
1462	7.194154275
1463	7.194034821
1464	7.193892404
1465	7.193590584
1466	7.193483293
1467	7.193369969
1468	7.193242317
1469	7.193006013
1470	7.192788305
1471	7.192586744
1472	7.192459882
1473	7.192092875
1474	7.191845219
1475	7.19174515
1476	7.191567468
1477	7.191382335
1478	7.191155528
1479	7.191001855
1480	7.190768412
1481	7.190568577
1482	7.190355189
1483	7.190163937
1484	7.189841946
1485	7.189594635
1486	7.189472527
1487	7.189301672
1488	7.189159983
1489	7.188993259
1490	7.188861121
1491	7.188735258
1492	7.188539707
1493	7.188278959
1494	7.188154155
1495	7.187890161
1496	7.1875338
1497	7.187418603
1498	7.187250008
1499	7.187151219
1500	7.186917996
1501	7.186661663
1502	7.186543243
1503	7.186332177
1504	7.186224536
1505	7.18609667
1506	7.18581467
1507	7.185688593
1508	7.185576725
1509	7.185371476
1510	7.185268592
1511	7.185089226
1512	7.184961004
1513	7.184850611
1514	7.184733259
1515	7.184526155
1516	7.184358733
1517	7.184189376
1518	7.184041453
1519	7.183884418
1520	7.183782963
1521	7.183556193
1522	7.183269415
1523	7.183130116
1524	7.182836316
1525	7.182661333
1526	7.182433234
1527	7.182296314
1528	7.182157128
1529	7.18207072
1530	7.181836718
1531	7.181656732
1532	7.181535268
1533	7.181290804
1534	7.181084239
1535	7.180957344
1536	7.180794853
1537	7.180658696
1538	7.180489226
1539	7.1803785
1540	7.180221567
1541	7.180034392
1542	7.179939202
1543	7.179786111
1544	7.179544317
1545	7.179241133
1546	7.179103084
1547	7.178876482
1548	7.178748634
1549	7.178654795
1550	7.178283485
1551	7.178225543
1552	7.178027014
1553	7.177901918
1554	7.177690423
1555	7.177556075
1556	7.177421765
1557	7.177308449
1558	7.177187342
1559	7.176991826
1560	7.17688178
1561	7.17678379
1562	7.176637294
1563	7.176532364
1564	7.176248981
1565	7.176050557
1566	7.175855505
1567	7.175729514
1568	7.175626128
1569	7.175370429
1570	7.17520504
1571	7.175070098
1572	7.174799556
1573	7.17452178
1574	7.174380442
1575	7.17410526
1576	7.174004896
1577	7.173924203
1578	7.17364131
1579	7.173463462
1580	7.173332595
1581	7.173213674
1582	7.173068311
1583	7.172968399
1584	7.172791567
1585	7.172689401
1586	7.172568952
1587	7.1723446
1588	7.172130648
1589	7.171900739
1590	7.171732563
1591	7.171477673
1592	7.17132321
1593	7.171171359
1594	7.170925648
1595	7.170543203
1596	7.170350132
1597	7.170125851
1598	7.169925889
1599	7.169779835
1600	7.169569933
1601	7.16943546
1602	7.16920436
1603	7.169096554
1604	7.168966635
1605	7.168870843
1606	7.16869142
1607	7.168605213
1608	7.168409132
1609	7.168137368
1610	7.167889264
1611	7.167707405
1612	7.167510872
1613	7.167387173
1614	7.167244368
1615	7.167077126
1616	7.166937836
1617	7.166770642
1618	7.166612325
1619	7.166306733
1620	7.166110361
1621	7.165812518
1622	7.165580279
1623	7.165475978
1624	7.165448678
1625	7.165309253
1626	7.165206842
1627	7.16503013
1628	7.164911307
1629	7.164786523
1630	7.164581902
1631	7.16445568
1632	7.16422935
1633	7.163947958
1634	7.163631394
1635	7.163448535
1636	7.163254747
1637	7.163162403
1638	7.163013309
1639	7.162913667
1640	7.162830601
1641	7.162748834
1642	7.162561386
1643	7.162261502
1644	7.162013951
1645	7.161746058
1646	7.161413627
1647	7.161172528
1648	7.161017206
1649	7.160859449
1650	7.160753009
1651	7.16051297
1652	7.160303984
1653	7.160128719
1654	7.159984582
1655	7.159862122
1656	7.159738586
1657	7.159611687
1658	7.15950044
1659	7.159357528
1660	7.159349639
1661	7.159265664
1662	7.15916705
1663	7.15906068
1664	7.158918199
